judul,link,ringkasan,tanggal_publikasi,sumber,kata_kunci,domain,lokasi_kejadian,jenis_bencana,judul_bersih,datetime_utc,datetime_wib,datetime_wib_excel,tanggal_wib,waktu_wib,status_verifikasi,is_bencana,verified_by,verified_at,notes
"Pekanbaru Masuki Musim Hujan, Rumbai Jadi Wilayah Paling Rawan Banjir - HALLORIAU.COM",https://news.google.com/rss/articles/CBMivwFBVV95cUxNR2hCemZUNENSRzNBdnotSkVoUW1ya3AyTGFDeFZWYlVMZnB5bk5tNmVEc0JlcWZIMDBPR181VDlUNHJ6NTQ0MWczRkE3OFBVTXhPVXF6VWRCV1BpYm5ZcjlmTXNLbk5jeXA3cGcxb1Y5aXRhdW1SUDZyQ2RfT3ZJenZPY2R6bDQ0cmZmZV96SWNtRFA2MnIyWkdtaC1rZUs3OUdKOEkzQk03SXdXVWJpa0t3V3ljaGJhUTZXcFY1WQ?oc=5,"<a href=""https://news.google.com/rss/articles/CBMivwFBVV95cUxNR2hCemZUNENSRzNBdnotSkVoUW1ya3AyTGFDeFZWYlVMZnB5bk5tNmVEc0JlcWZIMDBPR181VDlUNHJ6NTQ0MWczRkE3OFBVTXhPVXF6VWRCV1BpYm5ZcjlmTXNLbk5jeXA3cGcxb1Y5aXRhdW1SUDZyQ2RfT3ZJenZPY2R6bDQ0cmZmZV96SWNtRFA2MnIyWkdtaC1rZUs3OUdKOEkzQk03SXdXVWJpa0t3V3ljaGJhUTZXcFY1WQ?oc=5"" target=""_blank"">Pekanbaru Masuki Musim Hujan, Rumbai Jadi Wilayah Paling Rawan Banjir</a>&nbsp;&nbsp;<font color=""#6f6f6f"">HALLORIAU.COM</font>",2025-11-27T01:20:00+00:00,HALLORIAU.COM,banjir,news.google.com,Pekanbaru,Banjir,pekanbaru masuki musim hujan rumbai jadi wilayah paling rawan banjir halloriau com,2025-11-27 01:20:00+00:00,2025-11-27 08:20:00+07:00,27-11-2025 08:20:00,27-11-2025,08:20:00,UNVERIFIED,,,,
"Pemkab Solok, Sumbar serahkan bantuan logistik untuk korban banjir bandang - ANTARA News",https://news.google.com/rss/articles/CBMiuAFBVV95cUxQZ3MtXzczMmVKWUhjYVR6Tksxdl9BX3VlWk5JZ2VCWGQtbjVUUGprVG9HTGM4RXBPR3A4N3JRNDNCR3JBajFPZ1drZ1BJVkFnN0F5LWtCVzQtY0VNejAtaGZ3SThBQUc3VFlVQzR0ZkZIaFdhWFAybXNLLXk2WUxSQTlNR3BQYko4bmVvUWdmWUZXbUo2UTMtVUpUbHRlMl85NVBiZ3NEanN3TmI2d0NpV2xBbENsVzU30gG-AUFVX3lxTE96R0c0eWhYTDMwNkhWaUJyWFFIekxVUGhBTmJDemFjbFhjVm5oX3p5X1phb3R5TVBqTEFyT2ZzdDZBc1VXRllranlEREZ0SGdGV0Jfc0dpd2N0cGpUeEQwcm9XaUFpeGlaU3VwNE5ZaEJTRF9aT21wTnpoaGhPdzVoRWR3VDJYMnE4Wkd5bG1XTHdoT05teWFaY0VaenhMdmpwUWNUcF9vT0o1Q09jeEU3YnM4ZnlhRjRKUUhrNmc?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiuAFBVV95cUxQZ3MtXzczMmVKWUhjYVR6Tksxdl9BX3VlWk5JZ2VCWGQtbjVUUGprVG9HTGM4RXBPR3A4N3JRNDNCR3JBajFPZ1drZ1BJVkFnN0F5LWtCVzQtY0VNejAtaGZ3SThBQUc3VFlVQzR0ZkZIaFdhWFAybXNLLXk2WUxSQTlNR3BQYko4bmVvUWdmWUZXbUo2UTMtVUpUbHRlMl85NVBiZ3NEanN3TmI2d0NpV2xBbENsVzU30gG-AUFVX3lxTE96R0c0eWhYTDMwNkhWaUJyWFFIekxVUGhBTmJDemFjbFhjVm5oX3p5X1phb3R5TVBqTEFyT2ZzdDZBc1VXRllranlEREZ0SGdGV0Jfc0dpd2N0cGpUeEQwcm9XaUFpeGlaU3VwNE5ZaEJTRF9aT21wTnpoaGhPdzVoRWR3VDJYMnE4Wkd5bG1XTHdoT05teWFaY0VaenhMdmpwUWNUcF9vT0o1Q09jeEU3YnM4ZnlhRjRKUUhrNmc?oc=5"" target=""_blank"">Pemkab Solok, Sumbar serahkan bantuan logistik untuk korban banjir bandang</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ANTARA News</font>",2025-11-27T01:19:21+00:00,ANTARA News,banjir bandang,news.google.com,Sumbar,Banjir,pemkab solok sumbar serahkan bantuan logistik untuk korban banjir bandang antara news,2025-11-27 01:19:21+00:00,2025-11-27 08:19:21+07:00,27-11-2025 08:19:21,27-11-2025,08:19:21,UNVERIFIED,,,,
Bupati Pasaman Barat Sumbar Yulianto Jenguk Keluarga Korban Tertimbun Longsor - siberriau.com,https://news.google.com/rss/articles/CBMiygFBVV95cUxPbFhoTV9ZY3hBMFRTVnpnMzZLV0p5VFNwazVsX2Q3ME9nd3RaNDNXS08wWGlJcUZuY29vRVRkMWVOajk1U0dxa3ZSLTJEVlVVaURfN3NIalU2bUpRdzVUMnhxMzRQbm5DcVlPcF9CTG82OXp6bEZxNVllX3FMQ0dlV0czdkhrbFExWm0xeVZMdTJSaVZ3MGkwN0VpVnJDNE5jdUZmcFdNUkJCdllTbkpyRXRzeUtweDQxZzRKYllSU25xOFNWQzJtbFRn?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiygFBVV95cUxPbFhoTV9ZY3hBMFRTVnpnMzZLV0p5VFNwazVsX2Q3ME9nd3RaNDNXS08wWGlJcUZuY29vRVRkMWVOajk1U0dxa3ZSLTJEVlVVaURfN3NIalU2bUpRdzVUMnhxMzRQbm5DcVlPcF9CTG82OXp6bEZxNVllX3FMQ0dlV0czdkhrbFExWm0xeVZMdTJSaVZ3MGkwN0VpVnJDNE5jdUZmcFdNUkJCdllTbkpyRXRzeUtweDQxZzRKYllSU25xOFNWQzJtbFRn?oc=5"" target=""_blank"">Bupati Pasaman Barat Sumbar Yulianto Jenguk Keluarga Korban Tertimbun Longsor</a>&nbsp;&nbsp;<font color=""#6f6f6f"">siberriau.com</font>",2025-11-27T01:13:19+00:00,siberriau.com,longsor,news.google.com,Sumbar,Tanah Longsor,bupati pasaman barat sumbar yulianto jenguk keluarga korban tertimbun longsor siberriau com,2025-11-27 01:13:19+00:00,2025-11-27 08:13:19+07:00,27-11-2025 08:13:19,27-11-2025,08:13:19,UNVERIFIED,,,,
Puan: DPR Awasi Pemulihan Dampak Banjir dan Longsor di Sumatera Utara - Tempo.co,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOWU5BS3NPZ2gxRnNucVVHbEkzZkpxMnAyX0xCUlhPbm5TZzlDRnFFeWhHYlI5QUMyVUFIWE9KamIyNlA4X21DS1pKSC0xNmhRUDBwU2hMaTBSdUsxY2JHTkJtNlk1ZVhRakprTXhoODM5ZWVuSUVSemN6cUdNRmFScTRJb0xyLWp4akpEeUtweElsNnNOQVU2TnUzSVhGRzRqdXRsQ3dEMVg?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiqAFBVV95cUxOWU5BS3NPZ2gxRnNucVVHbEkzZkpxMnAyX0xCUlhPbm5TZzlDRnFFeWhHYlI5QUMyVUFIWE9KamIyNlA4X21DS1pKSC0xNmhRUDBwU2hMaTBSdUsxY2JHTkJtNlk1ZVhRakprTXhoODM5ZWVuSUVSemN6cUdNRmFScTRJb0xyLWp4akpEeUtweElsNnNOQVU2TnUzSVhGRzRqdXRsQ3dEMVg?oc=5"" target=""_blank"">Puan: DPR Awasi Pemulihan Dampak Banjir dan Longsor di Sumatera Utara</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Tempo.co</font>",2025-11-27T01:13:00+00:00,Tempo.co,banjir,news.google.com,Sumatera Utara,Banjir,puan dpr awasi pemulihan dampak banjir dan longsor di sumatera utara tempo co,2025-11-27 01:13:00+00:00,2025-11-27 08:13:00+07:00,27-11-2025 08:13:00,27-11-2025,08:13:00,UNVERIFIED,,,,
"Puting Beliung Terjang Batugadang Padang, 42 Rumah Rusak pada Bagian Atap - Padek Jawapos - Padek Jawapos",https://news.google.com/rss/articles/CBMitwFBVV95cUxNcVlORE9MTlNkdzFQWFYyU3RwQ0c1RlBuYThKbXZXR2R6XzNNV1pHcnFkVllzc0RnVm9IQlU0cGlzakY3V1hvVExnRTdoa3YtSS1LVlpoQjBubjVtNzhqdmRmbjd1R1BjQWROWHBFaU1ISjk1ODI3X3dyUXQ4Z0FFN0dFNWE0MHZBeDZ1QlozUG95VzRVajB0VHFmNVVreHpqbUozTW54cWJWZWtNcWFDYmsyOXMxb3PSAbwBQVVfeXFMTi15eXlUY1o5UzBHRnQyc3cwajJDODhTYUpqSlBibTJFNUptTmZ3dUVXbzV0ZElxWjBwY1FiN2ZDbV9jcmRrUXptVzNxcjhZRTZubFVJUDNadjV4eTRGVDBha1pLLTI5anFOdkZOYjMwVFNYWEh1OVZvU2F6Y0p1NVRablJ6cm5NcXI4NXJScnpNVlV6M0ZPQTBKRVFYQWp5a3FHM2IzT2xra3g1OXpzN2g5cjRWV1dONmFGdFU?oc=5,"<a href=""https://news.google.com/rss/articles/CBMitwFBVV95cUxNcVlORE9MTlNkdzFQWFYyU3RwQ0c1RlBuYThKbXZXR2R6XzNNV1pHcnFkVllzc0RnVm9IQlU0cGlzakY3V1hvVExnRTdoa3YtSS1LVlpoQjBubjVtNzhqdmRmbjd1R1BjQWROWHBFaU1ISjk1ODI3X3dyUXQ4Z0FFN0dFNWE0MHZBeDZ1QlozUG95VzRVajB0VHFmNVVreHpqbUozTW54cWJWZWtNcWFDYmsyOXMxb3PSAbwBQVVfeXFMTi15eXlUY1o5UzBHRnQyc3cwajJDODhTYUpqSlBibTJFNUptTmZ3dUVXbzV0ZElxWjBwY1FiN2ZDbV9jcmRrUXptVzNxcjhZRTZubFVJUDNadjV4eTRGVDBha1pLLTI5anFOdkZOYjMwVFNYWEh1OVZvU2F6Y0p1NVRablJ6cm5NcXI4NXJScnpNVlV6M0ZPQTBKRVFYQWp5a3FHM2IzT2xra3g1OXpzN2g5cjRWV1dONmFGdFU?oc=5"" target=""_blank"">Puting Beliung Terjang Batugadang Padang, 42 Rumah Rusak pada Bagian Atap - Padek Jawapos</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Padek Jawapos</font>",2025-11-27T01:12:25+00:00,Padek Jawapos,bencana alam,news.google.com,Padang,Angin Kencang,puting beliung terjang batugadang padang 42 rumah rusak pada bagian atap padek jawapos padek jawapos,2025-11-27 01:12:25+00:00,2025-11-27 08:12:25+07:00,27-11-2025 08:12:25,27-11-2025,08:12:25,UNVERIFIED,,,,
Kerugian banjir dan longsor di Pesisir Selatan diiperkirakan capai Rp108 Miliar - ANTARA Sumatera Barat,https://news.google.com/rss/articles/CBMiwAFBVV95cUxNdHR6cF9ocVQ3MFBlOWRkTHk3bXR0dm5pUy1iTF82U3I4Zkp6QTJiSk9LN1g1NmxCS2tXOXA1ZzFUOGxTak9nT2Fjazl5VDZseENXOG1FaVVDWl9mb0JiS000UGNnYlpmbkNmOEdpZmlGd3BRYUJ4eEFFdDhPaVA1VUF2Z3VwSWR0ZHBsLXpHeDhEZDF6S2hTSUFoV2pXOXFGSDhvdk1JNVJmSjlRcDN5Y3ozb2FENjJaNHZ2bmpNbEzSAcYBQVVfeXFMTTdwaGlUd0lwclYtX1pieF9NdUszNjVHbzd4VkJBTW9NZ09oSl8xT25QWHZHX2dVMjFPVmRDVW9ocjA5QlY0bWRoTTZONThEMExnU2VLa1h6TUZ4SFN0R0Nqazg1ZkF3YlRxMlV6R2YwdU5DRWYtZkxld2lYb0pPaFFoYS11REN1a3ZxVW1jZGwzM3BqMnJBb2dPLWhjMFJNUUN6THR1YWFoem9sX3U1bHE3WDB4ZjNsNTVLMWpUU3JRSHN4TjN3?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiwAFBVV95cUxNdHR6cF9ocVQ3MFBlOWRkTHk3bXR0dm5pUy1iTF82U3I4Zkp6QTJiSk9LN1g1NmxCS2tXOXA1ZzFUOGxTak9nT2Fjazl5VDZseENXOG1FaVVDWl9mb0JiS000UGNnYlpmbkNmOEdpZmlGd3BRYUJ4eEFFdDhPaVA1VUF2Z3VwSWR0ZHBsLXpHeDhEZDF6S2hTSUFoV2pXOXFGSDhvdk1JNVJmSjlRcDN5Y3ozb2FENjJaNHZ2bmpNbEzSAcYBQVVfeXFMTTdwaGlUd0lwclYtX1pieF9NdUszNjVHbzd4VkJBTW9NZ09oSl8xT25QWHZHX2dVMjFPVmRDVW9ocjA5QlY0bWRoTTZONThEMExnU2VLa1h6TUZ4SFN0R0Nqazg1ZkF3YlRxMlV6R2YwdU5DRWYtZkxld2lYb0pPaFFoYS11REN1a3ZxVW1jZGwzM3BqMnJBb2dPLWhjMFJNUUN6THR1YWFoem9sX3U1bHE3WDB4ZjNsNTVLMWpUU3JRSHN4TjN3?oc=5"" target=""_blank"">Kerugian banjir dan longsor di Pesisir Selatan diiperkirakan capai Rp108 Miliar</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ANTARA Sumatera Barat</font>",2025-11-27T01:10:31+00:00,ANTARA Sumatera Barat,banjir,news.google.com,Sumatera Barat,Banjir,kerugian banjir dan longsor di pesisir selatan diiperkirakan capai rp108 miliar antara sumatera barat,2025-11-27 01:10:31+00:00,2025-11-27 08:10:31+07:00,27-11-2025 08:10:31,27-11-2025,08:10:31,UNVERIFIED,,,,
"3 Cerita Keluarga Korban Banjir di Tapanuli Tengah Sumut, Komunikasi Terputus, Menanti Kabar - Tribunnews.com",https://news.google.com/rss/articles/CBMizwFBVV95cUxNc2ZiWlUxYVRMWmZMV1lBRWdpVlN0MXNnQm9kc2ZwSnJpZDVwUzQxVS15NjM2THZaNkRTeWlKMnNwbk5LeVB3eTNVc1J0TTY3SHlxTXJkNTBmOXBFNjlpVFd1QkhSM29QQko1TEhjaXNmbjJsek9pdHg3LTRiOWpYVjBINGJMajVKcDMtdmUtTUVnX3ZfaVNRZWxyQXZSc3I4TnlvT3VKQXhITVE3dDJMNEVQTWpMdGlVcFFkRmlKWGtLUFZ3X1I1MlNiNmRveDA?oc=5,"<a href=""https://news.google.com/rss/articles/CBMizwFBVV95cUxNc2ZiWlUxYVRMWmZMV1lBRWdpVlN0MXNnQm9kc2ZwSnJpZDVwUzQxVS15NjM2THZaNkRTeWlKMnNwbk5LeVB3eTNVc1J0TTY3SHlxTXJkNTBmOXBFNjlpVFd1QkhSM29QQko1TEhjaXNmbjJsek9pdHg3LTRiOWpYVjBINGJMajVKcDMtdmUtTUVnX3ZfaVNRZWxyQXZSc3I4TnlvT3VKQXhITVE3dDJMNEVQTWpMdGlVcFFkRmlKWGtLUFZ3X1I1MlNiNmRveDA?oc=5"" target=""_blank"">3 Cerita Keluarga Korban Banjir di Tapanuli Tengah Sumut, Komunikasi Terputus, Menanti Kabar</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Tribunnews.com</font>",2025-11-27T01:09:54+00:00,Tribunnews.com,tanah longsor,news.google.com,Sumut,Banjir,3 cerita keluarga korban banjir di tapanuli tengah sumut komunikasi terputus menanti kabar tribunnews com,2025-11-27 01:09:54+00:00,2025-11-27 08:09:54+07:00,27-11-2025 08:09:54,27-11-2025,08:09:54,UNVERIFIED,,,,
Bupati Langkat Syah Afandin Respon Cepat Banjir di 9 Kecamatan - Ini Medan Bung,https://news.google.com/rss/articles/CBMitgFBVV95cUxOZERDcWg0WDU5RXFKaEZqN3dPU3hTaUVQSVNxTjRkc1gtQWpoZUNtMXZfQTZoQ0UyemtnV1B5VDdQVjRRT0tKeEVNeF85Q2hPbU03MGhqeWlyeFU2NC1jMGZmQ3l5aGNpZkFsU0VsS0szNUdjRGN3bl9sX0x2Mm5lWEg5S2JBNE5LRUdDeVE0WlFSa3RFLThYT1pSaVRCdzlocEFCMGFqRjdlOFNIZTVOSExvWkJwdw?oc=5,"<a href=""https://news.google.com/rss/articles/CBMitgFBVV95cUxOZERDcWg0WDU5RXFKaEZqN3dPU3hTaUVQSVNxTjRkc1gtQWpoZUNtMXZfQTZoQ0UyemtnV1B5VDdQVjRRT0tKeEVNeF85Q2hPbU03MGhqeWlyeFU2NC1jMGZmQ3l5aGNpZkFsU0VsS0szNUdjRGN3bl9sX0x2Mm5lWEg5S2JBNE5LRUdDeVE0WlFSa3RFLThYT1pSaVRCdzlocEFCMGFqRjdlOFNIZTVOSExvWkJwdw?oc=5"" target=""_blank"">Bupati Langkat Syah Afandin Respon Cepat Banjir di 9 Kecamatan</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Ini Medan Bung</font>",2025-11-27T01:09:27+00:00,Ini Medan Bung,banjir,news.google.com,Medan,Banjir,bupati langkat syah afandin respon cepat banjir di 9 kecamatan ini medan bung,2025-11-27 01:09:27+00:00,2025-11-27 08:09:27+07:00,27-11-2025 08:09:27,27-11-2025,08:09:27,UNVERIFIED,,,,
BPBD Gelar Simulasi Dril Gempa Bumi di Cilegon - RRI.co.id,https://news.google.com/rss/articles/CBMihgFBVV95cUxPcFhzQzRvcGhtcGg3emtPeDBKYnZrQVM1Z3c2M2dabGhmTVVpMmotTkd5N2xzTE5wa3Z3TnBkNnFyVnE0RXd2VnBIUlB2cjUxMXZtSWU2UWFZTHQtbllhYjg1VS1Cc0s1T203MkE2VUVfSkdtOXVMcDdPNjM5NGpGT2FjV2tJZw?oc=5,"<a href=""https://news.google.com/rss/articles/CBMihgFBVV95cUxPcFhzQzRvcGhtcGg3emtPeDBKYnZrQVM1Z3c2M2dabGhmTVVpMmotTkd5N2xzTE5wa3Z3TnBkNnFyVnE0RXd2VnBIUlB2cjUxMXZtSWU2UWFZTHQtbllhYjg1VS1Cc0s1T203MkE2VUVfSkdtOXVMcDdPNjM5NGpGT2FjV2tJZw?oc=5"" target=""_blank"">BPBD Gelar Simulasi Dril Gempa Bumi di Cilegon</a>&nbsp;&nbsp;<font color=""#6f6f6f"">RRI.co.id</font>",2025-11-27T01:09:00+00:00,RRI.co.id,gempa bumi,news.google.com,Cilegon,Gempa Bumi,bpbd gelar simulasi dril gempa bumi di cilegon rri co id,2025-11-27 01:09:00+00:00,2025-11-27 08:09:00+07:00,27-11-2025 08:09:00,27-11-2025,08:09:00,UNVERIFIED,,,,
"Kepala BNPB Pantau Banjir dan Longsor di Sumut, 2 Pesawat Dikerahkan Evakuasi Warga - iNews.ID",https://news.google.com/rss/articles/CBMisgFBVV95cUxOUzJ3LVlrN3ZFbXljUExjWl9ZdU13Z3JwN19NNjE0Sk0wcFlLSXplaHMyTUNON3k1T3FpcVRUSWpIdy1Sb2VpV0xFdld1Wlcwc3R0SGtRWDg0QU9vQmUxME5nWk8zbE82X1hQT1Z3S2FtbUJYR3VaNnJKRGM5aDRUTTNZT2tNM3FuMlhBWDFtOXhSU3JQX0phZm93MUxERGhCN05LNzRaWDUyZkRuUEMxUXNB0gG3AUFVX3lxTFBaekdRbjAzMWNjTUt1alVDdHhsaVNGdzI3NV9RcG5Rem5tbnZwMGpUNDdGcjU1Q0R5eWdVdF9oWXRndWh6S2FldmlRMnd4cE5feWxMZExmZWJDdDFHeU5iczRPcnFqMnVaRld2RDV6RlZmTElubzE4SEx0X3djUlFYVFEzOGVIODBhLWhNM0MydVpzeUpqbGVrbE1WRkxKS0xUYU5ZbWJBbVZPaFhRcWgza3NiaUNEUQ?oc=5,"<a href=""https://news.google.com/rss/articles/CBMisgFBVV95cUxOUzJ3LVlrN3ZFbXljUExjWl9ZdU13Z3JwN19NNjE0Sk0wcFlLSXplaHMyTUNON3k1T3FpcVRUSWpIdy1Sb2VpV0xFdld1Wlcwc3R0SGtRWDg0QU9vQmUxME5nWk8zbE82X1hQT1Z3S2FtbUJYR3VaNnJKRGM5aDRUTTNZT2tNM3FuMlhBWDFtOXhSU3JQX0phZm93MUxERGhCN05LNzRaWDUyZkRuUEMxUXNB0gG3AUFVX3lxTFBaekdRbjAzMWNjTUt1alVDdHhsaVNGdzI3NV9RcG5Rem5tbnZwMGpUNDdGcjU1Q0R5eWdVdF9oWXRndWh6S2FldmlRMnd4cE5feWxMZExmZWJDdDFHeU5iczRPcnFqMnVaRld2RDV6RlZmTElubzE4SEx0X3djUlFYVFEzOGVIODBhLWhNM0MydVpzeUpqbGVrbE1WRkxKS0xUYU5ZbWJBbVZPaFhRcWgza3NiaUNEUQ?oc=5"" target=""_blank"">Kepala BNPB Pantau Banjir dan Longsor di Sumut, 2 Pesawat Dikerahkan Evakuasi Warga</a>&nbsp;&nbsp;<font color=""#6f6f6f"">iNews.ID</font>",2025-11-27T01:05:00+00:00,iNews.ID,banjir,news.google.com,Sumut,Banjir,kepala bnpb pantau banjir dan longsor di sumut 2 pesawat dikerahkan evakuasi warga inews id,2025-11-27 01:05:00+00:00,2025-11-27 08:05:00+07:00,27-11-2025 08:05:00,27-11-2025,08:05:00,UNVERIFIED,,,,
"Listrik di Aceh Padam Imbas Banjir, Aktivitas Warga & Internet terganggu | SAPA PAGI - Kompas.tv",https://news.google.com/rss/articles/CBMiuAFBVV95cUxOcXkwOEVXek4zQnBLT2U2NU9FUFAzNF9nSC05RUFxT21lQkd6MDlIUzNBM1BTNjQ0WjhjRXA5QW1QbzRoUnJLY2dvLS12c2x0QWNDLTNiV1REWmtOQlk4WXk3dFZGd1FfZHBBRDFDQ2ZjWVZ2NnhrZVpWamlBTXpvNndKX0ZvQk5fbzJJN09GRWc5OUdTbFg3c1kyc0dHRXlNWU1WQl9YSGZBOF9BTTdYUjlwb0FZLWt10gG-AUFVX3lxTE5jbmRvb25Fbzh2dURpbFgzS2ZTeEJwZUNPNVpGLTlCT3d3OXhzTm92Q3g4WWc2V2FvRnpNbFJWTVR6REp1ZjNValJTeEFTY0dpX2NEellfTWNMWHZlUWJMeTVqUVQzTE5maUZ4SE01dzRVRExtUDJnX2E4S1Z5VHFzREZ4YW1ZSWpvMmxWX3IwblMtVmFsVWJxdkJBTFE1eGppREJyWS0zUWFIcmliRms4ZWxOWkdCc1dQdS1QYlE?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiuAFBVV95cUxOcXkwOEVXek4zQnBLT2U2NU9FUFAzNF9nSC05RUFxT21lQkd6MDlIUzNBM1BTNjQ0WjhjRXA5QW1QbzRoUnJLY2dvLS12c2x0QWNDLTNiV1REWmtOQlk4WXk3dFZGd1FfZHBBRDFDQ2ZjWVZ2NnhrZVpWamlBTXpvNndKX0ZvQk5fbzJJN09GRWc5OUdTbFg3c1kyc0dHRXlNWU1WQl9YSGZBOF9BTTdYUjlwb0FZLWt10gG-AUFVX3lxTE5jbmRvb25Fbzh2dURpbFgzS2ZTeEJwZUNPNVpGLTlCT3d3OXhzTm92Q3g4WWc2V2FvRnpNbFJWTVR6REp1ZjNValJTeEFTY0dpX2NEellfTWNMWHZlUWJMeTVqUVQzTE5maUZ4SE01dzRVRExtUDJnX2E4S1Z5VHFzREZ4YW1ZSWpvMmxWX3IwblMtVmFsVWJxdkJBTFE1eGppREJyWS0zUWFIcmliRms4ZWxOWkdCc1dQdS1QYlE?oc=5"" target=""_blank"">Listrik di Aceh Padam Imbas Banjir, Aktivitas Warga & Internet terganggu | SAPA PAGI</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Kompas.tv</font>",2025-11-27T01:04:00+00:00,Kompas.tv,banjir,news.google.com,Aceh,Banjir,listrik di aceh padam imbas banjir aktivitas warga internet terganggu sapa pagi kompas tv,2025-11-27 01:04:00+00:00,2025-11-27 08:04:00+07:00,27-11-2025 08:04:00,27-11-2025,08:04:00,UNVERIFIED,,,,
"Yang Perlu Diketahui soal Banjir Bandang di Sumut: 24 Orang Tewas, Listrik Padam - kumparan.com - Kumparan",https://news.google.com/rss/articles/CBMiwgFBVV95cUxPeUNXU0xSdWVza3p6OHpQMVBWMHpqZVhlZEdVdUJ5Sm05cTU1Q2N3aUtPY2c0X0tzcjVPTVI3ZmhlVXFnTTd6eWlJUENfVlpGOHpiNTAwWVYzWmZqQUFXR0dHRFplbjhRV1JrR05qOElaanJLc1lwamZIOEZCalpnSEI2OHBheFZWY2pJdXJHMHlTVXFIbGt2bmFydDJld2F3UlM0cjhYUEhKVm5Jd3J0UV9iUlhXeENjU2NmcUNCY1loUdIBygFBVV95cUxPdlNCdG5ETVM5Nkc5YnhYenBNb2VoOHVUOVNoMzc5a3lnQ1M4T2YxMHpBdlVNVm1uZmRneDh5TnQ2bzJycjR1ODVKdXc3Q29ZUndfY2ZPWlk3aEZWd1hmRE4ySXhBcDlLWWNXRzdQNXI0MDJnanFLaVlPc2k0QXJ1Tm9yS1g0N2huSU1zSkZ1VHBwVmMtU0Q4bnprZ19Od3FZRkxfY3djazRtQUlVOEZ6RUJzN3o1UUhzZlFrNW9rV1dEQXZiNTJQUU1B?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiwgFBVV95cUxPeUNXU0xSdWVza3p6OHpQMVBWMHpqZVhlZEdVdUJ5Sm05cTU1Q2N3aUtPY2c0X0tzcjVPTVI3ZmhlVXFnTTd6eWlJUENfVlpGOHpiNTAwWVYzWmZqQUFXR0dHRFplbjhRV1JrR05qOElaanJLc1lwamZIOEZCalpnSEI2OHBheFZWY2pJdXJHMHlTVXFIbGt2bmFydDJld2F3UlM0cjhYUEhKVm5Jd3J0UV9iUlhXeENjU2NmcUNCY1loUdIBygFBVV95cUxPdlNCdG5ETVM5Nkc5YnhYenBNb2VoOHVUOVNoMzc5a3lnQ1M4T2YxMHpBdlVNVm1uZmRneDh5TnQ2bzJycjR1ODVKdXc3Q29ZUndfY2ZPWlk3aEZWd1hmRE4ySXhBcDlLWWNXRzdQNXI0MDJnanFLaVlPc2k0QXJ1Tm9yS1g0N2huSU1zSkZ1VHBwVmMtU0Q4bnprZ19Od3FZRkxfY3djazRtQUlVOEZ6RUJzN3o1UUhzZlFrNW9rV1dEQXZiNTJQUU1B?oc=5"" target=""_blank"">Yang Perlu Diketahui soal Banjir Bandang di Sumut: 24 Orang Tewas, Listrik Padam - kumparan.com</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Kumparan</font>",2025-11-27T01:03:00+00:00,Kumparan,banjir,news.google.com,Sumut,Banjir,yang perlu diketahui soal banjir bandang di sumut 24 orang tewas listrik padam kumparan com kumparan,2025-11-27 01:03:00+00:00,2025-11-27 08:03:00+07:00,27-11-2025 08:03:00,27-11-2025,08:03:00,UNVERIFIED,,,,
